Latticeparameter(angstrom)forAu,Potentialenergy(eV)forAu,Latticeparameterlinspace(angstrom)forAu,Fittedenergy(eV)curveforAu,Latticeparameter(angstrom)forminE_potforAu,MinimumE_pot(eV)forAu,Latticeparameter(angstrom)forPt,Potentialenergy(eV)forPt,Latticeparameterlinspace(angstrom)forPt,Fittedenergy(eV)curveforPt,Latticeparameter(angstrom)forminE_potforPt,MinimumE_pot(eV)forPt,Latticeparameter(angstrom)forRh,Potentialenergy(eV)forRh,Latticeparameterlinspace(angstrom)forRh,Fittedenergy(eV)curveforRh,Latticeparameter(angstrom)forminE_potforRh,MinimumE_pot(eV)forRh
,,4.1354,-3.138732806224567,,,,,3.9394,-6.4279232190043984,,,,,3.8104,-7.301265718526736,,
,,4.1355,-3.13876859190664,,,,,3.9395,-6.427964892507788,,,,,3.8105,-7.301305783366459,,
,,4.135599999999999,-3.1388042914849024,,,,,3.9396,-6.428006427887183,,,,,3.8106,-7.301345711000465,,
,,4.1357,-3.1388399049593687,,,,,3.9397,-6.428047825142571,,,,,3.8107,-7.301385501428768,,
,,4.1358,-3.138875432330039,,,,,3.9398,-6.428089084273978,,,,,3.8108,-7.301425154651341,,
,,4.1359,-3.138910873596913,,,,,3.9399,-6.428130205281377,,,,,3.8109,-7.301464670668196,,
,,4.135999999999999,-3.1389462287599628,,,,,3.94,-6.428171188164782,,,,,3.811,-7.301504049479334,,
,,4.1361,-3.1389814978192305,,,,,3.9401,-6.428212032924193,,,,,3.8111,-7.301543291084769,,
,,4.1362,-3.139016680774702,,,,,3.9402,-6.428252739559596,,,,,3.8112,-7.301582395484473,,
,,4.136299999999999,-3.1390517776263778,,,,,3.9403,-6.428293308071019,,,,,3.8113,-7.3016213626784605,,
,,4.136399999999999,-3.139086788374243,,,,,3.9404,-6.428333738458434,,,,,3.8114,-7.301660192666731,,
,,4.1365,-3.139121713018312,,,,,3.9405,-6.428374030721855,,,,,3.8115,-7.301698885449298,,
,,4.1366,-3.1391565515585853,,,,,3.9406,-6.428414184861282,,,,,3.8116,-7.301737441026134,,
,,4.136699999999999,-3.1391913039950623,,,,,3.9407,-6.4284542008767005,,,,,3.8117,-7.301775859397267,,
,,4.136799999999999,-3.139225970327743,,,,,3.9408,-6.428494078768125,,,,,3.8118,-7.301814140562669,,
,,4.1369,-3.139260550556614,,,,,3.9409,-6.42853381853557,,,,,3.8119,-7.301852284522354,,
,,4.137,-3.1392950446816883,,,,,3.941,-6.428573420178992,,,,,3.812,-7.301890291276337,,
,,4.137099999999999,-3.1393294527029525,,,,,3.9411,-6.428612883698435,,,,,3.8121,-7.301928160824588,,
,,4.1372,-3.139363774620435,,,,,3.9412,-6.428652209093869,,,,,3.8122,-7.301965893167136,,
,,4.1373,-3.139398010434107,,,,,3.9413,-6.428691396365323,,,,,3.8123,-7.302003488303967,,
,,4.1374,-3.1394321601439827,,,,,3.9414,-6.42873044551277,,,,,3.8124,-7.302040946235067,,
,,4.137499999999999,-3.1394662237500626,,,,,3.9415,-6.428769356536208,,,,,3.8125,-7.302078266960464,,
,,4.1376,-3.1395002012523463,,,,,3.9416,-6.428808129435666,,,,,3.8126,-7.302115450480144,,
,,4.1377,-3.139534092650834,,,,,3.9417,-6.428846764211116,,,,,3.8127,-7.302152496794108,,
,,4.1378,-3.1395678979455117,,,,,3.9418,-6.428885260862572,,,,,3.8128,-7.30218940590234,,
,,4.137899999999999,-3.1396016171363925,,,,,3.9419,-6.428923619390034,,,,,3.8129,-7.302226177804869,,
,,4.138,-3.1396352502234777,,,,,3.942,-6.4289618397935016,,,,,3.813,-7.302262812501681,,
,,4.1381,-3.1396687972067667,,,,,3.9421,-6.428999922072975,,,,,3.8131,-7.302299309992762,,
,,4.138199999999999,-3.139702258086245,,,,,3.9422,-6.429037866228441,,,,,3.8132,-7.30233567027814,,
,,4.138299999999999,-3.139735632861914,,,,,3.9423,-6.429075672259913,,,,,3.8133,-7.302371893357801,,
,,4.1384,-3.1397689215338005,,,,,3.9424,-6.42911334016739,,,,,3.8134,-7.302407979231745,,
,,4.1385,-3.139802124101891,,,,,3.9425,-6.42915086995086,,,,,3.8135,-7.302443927899958,,
,,4.138599999999999,-3.139835240566171,,,,,3.9426,-6.429188261610349,,,,,3.8136,-7.302479739362468,,
,,4.138699999999999,-3.139868270926669,,,,,3.9427,-6.429225515145831,,,,,3.8137,-7.302515413619261,,
,,4.1388,-3.1399012151833574,,,,,3.9428,-6.429262630557318,,,,,3.8138,-7.302550950670337,,
,,4.1389,-3.139934073336235,,,,,3.9429,-6.429299607844811,,,,,3.8139,-7.302586350515696,,
,,4.138999999999999,-3.139966845385331,,,,,3.943,-6.429336447008296,,,,,3.814,-7.302621613155338,,
,,4.139099999999999,-3.1399995313306164,,,,,3.9431,-6.429373148047802,,,,,3.8141,-7.302656738589263,,
,,4.1392,-3.14003213117212,,,,,3.9432,-6.429409710963299,,,,,3.8142,-7.302691726817471,,
,,4.1393,-3.140064644909799,,,,,3.9433,-6.429446135754802,,,,,3.8143,-7.302726577839962,,
,,4.139399999999999,-3.140097072543682,,,,,3.9434,-6.429482422422296,,,,,3.8144,-7.302761291656736,,
,,4.1395,-3.140129414073783,,,,,3.9435,-6.429518570965811,,,,,3.8145,-7.302795868267793,,
,,4.1396,-3.140161669500074,,,,,3.9436,-6.429554581385318,,,,,3.8146,-7.302830307673133,,
,,4.1397,-3.1401938388225688,,,,,3.9437,-6.429590453680831,,,,,3.8147,-7.302864609872756,,
,,4.139799999999999,-3.1402259220412674,,,,,3.9438,-6.4296261878523495,,,,,3.8148,-7.302898774866662,,
,,4.1399,-3.140257919156156,,,,,3.9439,-6.429661783899874,,,,,3.8149,-7.302932802654851,,
,,4.14,-3.140289830167262,,,,,3.944,-6.429697241823391,,,,,3.815,-7.302966693237323,,
,,4.1401,-3.1403216550745583,,,,,3.9441,-6.429732561622913,,,,,3.8151,-7.303000446614078,,
,,4.140199999999999,-3.1403533938780583,,,,,3.9442,-6.4297677432984415,,,,,3.8152,-7.303034062785116,,
,,4.1403,-3.140385046577748,,,,,3.9443,-6.429802786849976,,,,,3.8153,-7.303067541750451,,
,,4.1404,-3.140416613173656,,,,,3.9444,-6.429837692277502,,,,,3.8154,-7.303100883510055,,
,,4.140499999999999,-3.140448093665753,,,,,3.9445,-6.429872459581048,,,,,3.8155,-7.303134088063942,,
,,4.140599999999999,-3.1404794880540408,,,,,3.9446,-6.4299070887605865,,,,,3.8156,-7.303167155412112,,
,,4.1407,-3.140510796338546,,,,,3.9447,-6.429941579816131,,,,,3.8157,-7.303200085554579,,
,,4.1408,-3.140542018519241,,,,,3.9448,-6.429975932747666,,,,,3.8158,-7.303232878491315,,
,,4.140899999999999,-3.1405731545961544,,,,,3.9449,-6.430010147555223,,,,,3.8159,-7.303265534222334,,
,,4.140999999999999,-3.1406042045692573,,,,,3.945,-6.43004422423877,,,,,3.816,-7.303298052747664,,
,,4.1411,-3.140635168438564,,,,,3.9451,-6.430078162798324,,,,,3.8161,-7.303330434067234,,
,,4.1412,-3.1406660462040605,,,,,3.9452,-6.430111963233884,,,,,3.8162,-7.3033626781811165,,
,,4.141299999999999,-3.140696837865775,,,,,3.9453,-6.43014562554545,,,,,3.8163,-7.3033947850892815,,
,,4.141399999999999,-3.1407275434236794,,,,,3.9454,-6.430179149733007,,,,,3.8164,-7.303426754791715,,
,,4.1415,-3.140758162877788,,,,,3.9455,-6.430212535796571,,,,,3.8165,-7.303458587288446,,
,,4.1416,-3.1407886962281,,,,,3.9456,-6.43024578373614,,,,,3.8166,-7.303490282579446,,
,,4.141699999999999,-3.140819143474588,,,,,3.9457,-6.430278893551716,,,,,3.8167,-7.303521840664743,,
,,4.141799999999999,-3.140849504617293,,,,,3.9458,-6.430311865243283,,,,,3.8168,-7.303553261544309,,
,,4.1419,-3.1408797796562027,,,,,3.9459,-6.43034469881087,,,,,3.8169,-7.303584545218172,,
,,4.142,-3.140909968591316,,,,,3.946,-6.4303773942544495,,,,,3.817,-7.303615691686303,,
,,4.142099999999999,-3.1409400714226337,,,,,3.9461,-6.4304099515740205,,,,,3.8171,-7.3036467009487325,,
,,4.1422,-3.140970088150141,,,,,3.9462,-6.430442370769612,,,,,3.8172,-7.303677573005444,,
,,4.1423,-3.141000018773852,,,,,3.9463,-6.430474651841209,,,,,3.8173,-7.303708307856425,,
,,4.142399999999999,-3.1410298632937668,,,,,3.9464,-6.430506794788798,,,,,3.8174,-7.303738905501703,,
,,4.142499999999999,-3.1410596217098856,,,,,3.9465,-6.430538799612393,,,,,3.8175,-7.303769365941264,,
,,4.1426,-3.1410892940222084,,,,,3.9466,-6.4305706663119935,,,,,3.8176,-7.303799689175094,,
,,4.1427,-3.141118880230721,,,,,3.9467,-6.430602394887586,,,,,3.8177,-7.30382987520322,,
,,4.142799999999999,-3.141148380335423,,,,,3.9468,-6.430633985339185,,,,,3.8178,-7.30385992402563,,
,,4.142899999999999,-3.1411777943363437,,,,,3.9469,-6.430665437666804,,,,,3.8179,-7.303889835642323,,
,,4.143,-3.141207122233453,,,,,3.947,-6.4306967518704,,,,,3.818,-7.303919610053299,,
,,4.1431,-3.1412363640267813,,,,,3.9471,-6.4307279279500165,,,,,3.8181,-7.303949247258544,,
,,4.143199999999999,-3.141265519716299,,,,,3.9472,-6.430758965905625,,,,,3.8182,-7.303978747258085,,
,,4.143299999999999,-3.1412945893020208,,,,,3.9473,-6.430789865737253,,,,,3.8183,-7.30400811005191,,
,,4.1434,-3.141323572783932,,,,,3.9474,-6.430820627444859,,,,,3.8184,-7.304037335640018,,
,,4.1435,-3.1413524701620616,,,,,3.9475,-6.430851251028486,,,,,3.8185,-7.304066424022409,,
,,4.143599999999999,-3.141381281436381,,,,,3.9476,-6.430881736488118,,,,,3.8186,-7.304095375199083,,
,,4.143699999999999,-3.141410006606904,,,,,3.9477,-6.430912083823742,,,,,3.8187,-7.304124189170039,,
,,4.1438,-3.141438645673631,,,,,3.9478,-6.430942293035372,,,,,3.8188,-7.304152865935279,,
,,4.1439,-3.141467198636548,,,,,3.9479,-6.430972364123008,,,,,3.8189,-7.304181405494802,,
,,4.143999999999999,-3.1414956654956683,,,,,3.948,-6.43100229708665,,,,,3.819,-7.304209807848608,,
,,4.144099999999999,-3.141524046250993,,,,,3.9481,-6.431032091926298,,,,,3.8191,-7.304238072996696,,
,,4.1442,-3.141552340902521,,,,,3.9482,-6.4310617486419375,,,,,3.8192,-7.304266200939068,,
,,4.144299999999999,-3.14158054945024,,,,,3.9483,-6.431091267233583,,,,,3.8193,-7.304294191675723,,
,,4.144399999999999,-3.141608671894176,,,,,3.9484,-6.431120647701235,,,,,3.8194,-7.304322045206661,,
,,4.144499999999999,-3.141636708234301,,,,,3.9485,-6.4311498900448925,,,,,3.8195,-7.304349761531881,,
,,4.1446,-3.141664658470632,,,,,3.9486,-6.431178994264542,,,,,3.8196,-7.304377340651399,,
,,4.144699999999999,-3.141692522603165,,,,,3.9487,-6.431207960360212,,,,,3.8197,-7.304404782565186,,
,,4.144799999999999,-3.141720300631889,,,,,3.9488,-6.431236788331873,,,,,3.8198,-7.30443208727327,,
,,4.1449,-3.141747992556816,,,,,3.9489,-6.43126547817954,,,,,3.8199,-7.304459254775622,,
,,4.145,-3.141775598377947,,,,,3.949,-6.431294029903199,,,,,3.82,-7.304486285072258,,
,,4.145099999999999,-3.141803118095268,,,,,3.9491,-6.431322443502879,,,,,3.8201,-7.304513178163191,,
,,4.145199999999999,-3.141830551708807,,,,,3.9492,-6.43135071897855,,,,,3.8202,-7.304539934048392,,
,,4.1453,-3.141857899218536,,,,,3.9493,-6.431378856330227,,,,,3.8203,-7.304566552727877,,
,,4.1454,-3.1418851606244687,,,,,3.9494,-6.43140685555791,,,,,3.8204,-7.304593034201659,,
,,4.145499999999999,-3.141912335926605,,,,,3.9495,-6.431434716661585,,,,,3.8205,-7.304619378469709,,
,,4.145599999999999,-3.1419394251249457,,,,,3.9496,-6.431462439641265,,,,,3.8206,-7.304645585532057,,
,,4.1457,-3.14196642821949,,,,,3.9497,-6.431490024496966,,,,,3.8207,-7.304671655388674,,
,,4.1458,-3.141993345210224,,,,,3.9498,-6.431517471228645,,,,,3.8208,-7.304697588039573,,
,,4.145899999999999,-3.142020176097162,,,,,3.9499,-6.431544779836344,,,,,3.8209,-7.30472338348477,,
,,4.145999999999999,-3.142046920880304,,,,,3.95,-6.431571950320048,,,,,3.821,-7.304749041724236,,
,,4.1461,-3.142073579559636,,,,,3.9501,-6.431598982679745,,,,,3.8211,-7.3047745627579985,,
,,4.146199999999999,-3.142100152135185,,,,,3.9502,-6.431625876915447,,,,,3.8212,-7.30479994658603,,
,,4.146299999999999,-3.1421266386069107,,,,,3.9503,-6.431652633027156,,,,,3.8213,-7.304825193208359,,
,,4.146399999999999,-3.142153038974854,,,,,3.9504,-6.431679251014856,,,,,3.8214,-7.30485030262497,,
,,4.1465,-3.142179353238987,,,,,3.9505,-6.431705730878576,,,,,3.8215,-7.304875274835851,,
,,4.146599999999999,-3.142205581399338,,,,,3.9506,-6.4317320726182885,,,,,3.8216,-7.304900109841029,,
,,4.146699999999999,-3.142231723455879,,,,,3.9507,-6.431758276234007,,,,,3.8217,-7.304924807640489,,
,,4.146799999999999,-3.142257779408624,,,,,3.9508,-6.431784341725731,,,,,3.8218,-7.304949368234219,,
,,4.1469,-3.1422837492575724,,,,,3.9509,-6.431810269093447,,,,,3.8219,-7.304973791622245,,
,,4.146999999999999,-3.142309633002725,,,,,3.951,-6.431836058337183,,,,,3.822,-7.304998077804555,,
,,4.147099999999999,-3.142335430644067,,,,,3.9511,-6.431861709456911,,,,,3.8221,-7.305022226781133,,
,,4.1472,-3.1423611421816133,,,,,3.9512,-6.431887222452644,,,,,3.8222,-7.305046238552009,,
,,4.1473,-3.1423867676153634,,,,,3.9513,-6.43191259732437,,,,,3.8223,-7.305070113117168,,
,,4.147399999999999,-3.142412306945303,,,,,3.9514,-6.431937834072116,,,,,3.8224,-7.305093850476609,,
,,4.147499999999999,-3.142437760171447,,,,,3.9515,-6.431962932695853,,,,,3.8225,-7.30511745063032,,
,,4.1476,-3.1424631272937944,,,,,3.9516,-6.431987893195597,,,,,3.8226,-7.305140913578327,,
,,4.1477,-3.142488408312346,,,,,3.9517,-6.4320127155713465,,,,,3.8227,-7.305164239320618,,
,,4.147799999999999,-3.1425136032271013,,,,,3.9518,-6.432037399823088,,,,,3.8228,-7.305187427857191,,
,,4.147899999999999,-3.1425387120380464,,,,,3.9519,-6.432061945950849,,,,,3.8229,-7.305210479188048,,
,,4.148,-3.1425637347452096,,,,,3.952,-6.4320863539546025,,,,,3.823,-7.305233393313188,,
,,4.1481,-3.1425886713485625,,,,,3.9521,-6.432110623834362,,,,,3.8231,-7.30525617023261,,
,,4.148199999999999,-3.1426135218481197,,,,,3.9522,-6.432134755590127,,,,,3.8232,-7.305278809946316,,
,,4.148299999999999,-3.1426382862438658,,,,,3.9523,-6.432158749221884,,,,,3.8233,-7.3053013124543185,,
,,4.1484,-3.1426629645358304,,,,,3.9524,-6.432182604729661,,,,,3.8234,-7.305323677756576,,
,,4.148499999999999,-3.1426875567239847,,,,,3.9525,-6.43220632211343,,,,,3.8235,-7.305345905853144,,
,,4.148599999999999,-3.1427120628083287,,,,,3.9526,-6.432229901373205,,,,,3.8236,-7.305367996743982,,
,,4.148699999999999,-3.142736482788891,,,,,3.9527,-6.432253342508972,,,,,3.8237,-7.305389950429102,,
,,4.1488,-3.1427608166656427,,,,,3.9528,-6.432276645520759,,,,,3.8238,-7.305411766908506,,
,,4.148899999999999,-3.1427850644385984,,,,,3.9529,-6.432299810408537,,,,,3.8239,-7.305433446182192,,
,,4.148999999999999,-3.142809226107758,,,,,3.953,-6.432322837172322,,,,,3.824,-7.305454988250176,,
,,4.149099999999999,-3.1428333016731216,,,,,3.9531,-6.432345725812112,,,,,3.8241,-7.3054763931124285,,
,,4.1492,-3.142857291134689,,,,,3.9532,-6.432368476327895,,,,,3.8242,-7.305497660768964,,
,,4.149299999999999,-3.142881194492446,,,,,3.9533,-6.432391088719697,,,,,3.8243,-7.305518791219782,,
,,4.149399999999999,-3.1429050117464072,,,,,3.9534,-6.432413562987492,,,,,3.8244,-7.305539784464898,,
,,4.1495,-3.142928742896572,,,,,3.9535,-6.432435899131292,,,,,3.8245,-7.305560640504282,,
,,4.1496,-3.142952387942941,,,,,3.9536,-6.432458097151084,,,,,3.8246,-7.30558135933795,,
,,4.149699999999999,-3.1429759468855,,,,,3.9537,-6.432480157046896,,,,,3.8247,-7.3056019409659,,
,,4.149799999999999,-3.142999419724262,,,,,3.9538,-6.4325020788187,,,,,3.8248,-7.305622385388148,,
,,4.1499,-3.1430228064592285,,,,,3.9539,-6.43252386246651,,,,,3.8249,-7.305642692604664,,
,,4.15,-3.1430461070903988,,,,,3.954,-6.432545507990326,,,,,3.825,-7.305662862615478,,
,,4.150099999999999,-3.1430693216177588,,,,,3.9541,-6.432567015390148,,,,,3.8251,-7.30568289542056,,
,,4.150199999999999,-3.143092450041322,,,,,3.9542,-6.432588384665962,,,,,3.8252,-7.305702791019925,,
,,4.1503,-3.1431154923611047,,,,,3.9543,-6.432609615817782,,,,,3.8253,-7.305722549413588,,
,,4.150399999999999,-3.1431384485770764,,,,,3.9544,-6.432630708845608,,,,,3.8254,-7.305742170601519,,
,,4.150499999999999,-3.1431613186892378,,,,,3.9545,-6.432651663749439,,,,,3.8255,-7.305761654583748,,
,,4.150599999999999,-3.1431841026976173,,,,,3.9546,-6.432672480529277,,,,,3.8256,-7.305781001360245,,
,,4.1507,-3.1432068006021865,,,,,3.9547,-6.432693159185106,,,,,3.8257,-7.305800210931039,,
,,4.150799999999999,-3.14322941240296,,,,,3.9548,-6.432713699716942,,,,,3.8258,-7.305819283296117,,
,,4.150899999999999,-3.1432519380999224,,,,,3.9549,-6.432734102124783,,,,,3.8259,-7.305838218455463,,
,,4.150999999999999,-3.143274377693089,,,,,3.955,-6.432754366408631,,,,,3.826,-7.305857016409107,,
,,4.1511,-3.143296731182474,,,,,3.9551,-6.432774492568484,,,,,3.8261,-7.305875677157019,,
,,4.151199999999999,-3.1433189985680485,,,,,3.9552,-6.432794480604329,,,,,3.8262,-7.305894200699228,,
,,4.151299999999999,-3.1433411798498128,,,,,3.9553,-6.43281433051618,,,,,3.8263,-7.305912587035721,,
,,4.151399999999999,-3.143363275027795,,,,,3.9554,-6.432834042304037,,,,,3.8264,-7.305930836166496,,
,,4.1515,-3.1433852841019814,,,,,3.9554999999999993,-6.432853615967886,,,,,3.8264999999999993,-7.30594894809154,,
,,4.151599999999999,-3.1434072070723573,,,,,3.9556,-6.432873051507755,,,,,3.8266,-7.305966922810882,,
,,4.151699999999999,-3.143429043938937,,,,,3.9556999999999993,-6.432892348923616,,,,,3.8266999999999993,-7.305984760324506,,
,,4.151799999999999,-3.1434507947017067,,,,,3.9558,-6.432911508215483,,,,,3.8268,-7.306002460632413,,
,,4.1519,-3.1434724593606944,,,,,3.9558999999999993,-6.432930529383356,,,,,3.8268999999999993,-7.306020023734604,,
,,4.151999999999999,-3.1434940379158576,,,,,3.956,-6.43294941242722,,,,,3.827,-7.306037449631063,,
,,4.152099999999999,-3.143515530367239,,,,,3.9561,-6.432968157347105,,,,,3.8271,-7.3060547383218335,,
,,4.1522,-3.143536936714824,,,,,3.9562,-6.432986764142981,,,,,3.8272,-7.306071889806873,,
,,4.152299999999999,-3.143558256958613,,,,,3.9563,-6.433005232814864,,,,,3.8273,-7.306088904086195,,
,,4.152399999999999,-3.143579491098592,,,,,3.9564,-6.433023563362738,,,,,3.8274,-7.3061057811598,,
,,4.152499999999999,-3.1436006391347746,,,,,3.9565,-6.433041755786633,,,,,3.8275,-7.306122521027689,,
,,4.1526,-3.143621701067161,,,,,3.9566,-6.433059810086519,,,,,3.8276,-7.30613912368986,,
,,4.152699999999999,-3.143642676895752,,,,,3.9567,-6.433077726262411,,,,,3.8277,-7.306155589146314,,
,,4.152799999999999,-3.143663566620532,,,,,3.9568,-6.433095504314309,,,,,3.8278,-7.306171917397052,,
,,4.152899999999999,-3.1436843702415302,,,,,3.9569,-6.433113144242213,,,,,3.8279,-7.306188108442072,,
,,4.153,-3.1437050877587183,,,,,3.957,-6.433130646046109,,,,,3.828,-7.306204162281375,,
,,4.153099999999999,-3.14372571917211,,,,,3.9571,-6.433148009726011,,,,,3.8281,-7.306220078914961,,
,,4.153199999999999,-3.1437462644816776,,,,,3.9572,-6.433165235281919,,,,,3.8282,-7.306235858342831,,
,,4.153299999999999,-3.143766723687463,,,,,3.9573,-6.433182322713833,,,,,3.8283,-7.306251500564983,,
,,4.1534,-3.1437870967894668,,,,,3.9574,-6.433199272021739,,,,,3.8284,-7.306267005581432,,
,,4.153499999999999,-3.14380738378766,,,,,3.9575,-6.433216083205664,,,,,3.8285,-7.3062823733921505,,
,,4.153599999999999,-3.143827584682043,,,,,3.9575999999999993,-6.433232756265582,,,,,3.8285999999999993,-7.306297603997152,,
,,4.153699999999999,-3.1438476994726443,,,,,3.9577,-6.433249291201506,,,,,3.8287,-7.306312697396436,,
,,4.1538,-3.143867728159435,,,,,3.9577999999999993,-6.433265688013421,,,,,3.8287999999999993,-7.306327653590003,,
,,4.153899999999999,-3.14388767074243,,,,,3.9579,-6.4332819467013564,,,,,3.8289,-7.306342472577867,,
,,4.153999999999999,-3.1439075272216286,,,,,3.9579999999999993,-6.433298067265284,,,,,3.8289999999999993,-7.30635715436,,
,,4.154099999999999,-3.143927297597017,,,,,3.9581,-6.433314049705217,,,,,3.8291,-7.306371698936417,,
,,4.1542,-3.1439469818686234,,,,,3.9581999999999993,-6.433329894021156,,,,,3.8291999999999993,-7.30638610630713,,
,,4.154299999999999,-3.1439665800364054,,,,,3.9583,-6.4333456002131015,,,,,3.8293,-7.306400376472112,,
,,4.154399999999999,-3.143986092100405,,,,,3.9583999999999993,-6.433361168281039,,,,,3.8293999999999992,-7.306414509431377,,
,,4.154499999999999,-3.1440055180605957,,,,,3.9585,-6.4333765982249815,,,,,3.8295,-7.30642850518494,,
,,4.154599999999999,-3.144024857917003,,,,,3.9586,-6.4333918900449305,,,,,3.8296,-7.306442363732771,,
,,4.154699999999999,-3.1440441116696007,,,,,3.9587,-6.4334070437408855,,,,,3.8297,-7.306456085074899,,
,,4.154799999999999,-3.1440632793184022,,,,,3.9588,-6.433422059312832,,,,,3.8298,-7.306469669211296,,
,,4.1549,-3.144082360863408,,,,,3.9589,-6.433436936760799,,,,,3.8299,-7.30648311614199,,
,,4.154999999999999,-3.1441013563046027,,,,,3.959,-6.433451676084758,,,,,3.83,-7.306496425866953,,
,,4.155099999999999,-3.1441202656420018,,,,,3.9591,-6.433466277284722,,,,,3.8301,-7.306509598386214,,
,,4.155199999999999,-3.1441390888756047,,,,,3.9592,-6.433480740360679,,,,,3.8302,-7.306522633699743,,
,,4.1553,-3.1441578260054115,,,,,3.9593,-6.433495065312656,,,,,3.8303,-7.306535531807569,,
,,4.155399999999999,-3.1441764770314222,,,,,3.9594,-6.433509252140624,,,,,3.8304,-7.306548292709678,,
,,4.155499999999999,-3.1441950419536084,,,,,3.9595,-6.433523300844598,,,,,3.8304999999999993,-7.306560916406056,,
,,4.155599999999999,-3.1442135207720128,,,,,3.9596,-6.433537211424579,,,,,3.8306,-7.3065734028967455,,
,,4.1557,-3.144231913486621,,,,,3.9596999999999993,-6.433550983880565,,,,,3.8306999999999993,-7.3065857521816895,,
,,4.155799999999999,-3.144250220097433,,,,,3.9598,-6.433564618212543,,,,,3.8308,-7.306597964260931,,
,,4.155899999999999,-3.144268440604449,,,,,3.9598999999999993,-6.433578114420527,,,,,3.8308999999999993,-7.306610039134455,,
,,4.155999999999999,-3.144286575007655,,,,,3.96,-6.433591472504517,,,,,3.831,-7.306621976802262,,
,,4.1561,-3.1443046233070646,,,,,3.9600999999999993,-6.433604692464499,,,,,3.8310999999999993,-7.306633777264352,,
,,4.156199999999999,-3.144322585502678,,,,,3.9602,-6.433617774300501,,,,,3.8312,-7.306645440520711,,
,,4.156299999999999,-3.144340461594481,,,,,3.9602999999999993,-6.433630718012495,,,,,3.8312999999999993,-7.306656966571367,,
,,4.156399999999999,-3.144358251582503,,,,,3.9604,-6.433643523600509,,,,,3.8314,-7.306668355416306,,
,,4.156499999999999,-3.144375955466714,,,,,3.9604999999999992,-6.4336561910645,,,,,3.8314999999999992,-7.306679607055528,,
,,4.156599999999999,-3.1443935732471147,,,,,3.9606,-6.433668720404512,,,,,3.8316,-7.3066907214890335,,
,,4.156699999999999,-3.14441110492372,,,,,3.960699999999999,-6.433681111620516,,,,,3.831699999999999,-7.306701698716822,,
,,4.156799999999999,-3.144428550496542,,,,,3.9608,-6.433693364712525,,,,,3.8318,-7.306712538738893,,
,,4.156899999999999,-3.1444459099655546,,,,,3.960899999999999,-6.43370547968054,,,,,3.831899999999999,-7.306723241555247,,
,,4.156999999999999,-3.144463183330771,,,,,3.961,-6.433717456524562,,,,,3.832,-7.306733807165884,,
,,4.157099999999999,-3.1444803705921918,,,,,3.9611,-6.433729295244589,,,,,3.8321,-7.30674423557079,,
,,4.1572,-3.1444974717498155,,,,,3.9612,-6.433740995840594,,,,,3.8322,-7.306754526770007,,
,,4.157299999999999,-3.144514486803629,,,,,3.9613,-6.433752558312634,,,,,3.8323,-7.306764680763493,,
,,4.157399999999999,-3.1445314157536477,,,,,3.9614,-6.433763982660665,,,,,3.8324,-7.306774697551262,,
,,4.157499999999999,-3.144548258599869,,,,,3.9615,-6.433775268884688,,,,,3.8325,-7.306784577133314,,
,,4.1576,-3.1445650153422946,,,,,3.9615999999999993,-6.433786416984731,,,,,3.8325999999999993,-7.306794319509649,,
,,4.157699999999999,-3.14458168598091,,,,,3.9617,-6.433797426960766,,,,,3.8327,-7.306803924680267,,
,,4.157799999999999,-3.144598270515715,,,,,3.9617999999999993,-6.433808298812807,,,,,3.8327999999999993,-7.306813392645168,,
,,4.157899999999999,-3.144614768946738,,,,,3.9619,-6.433819032540853,,,,,3.8329,-7.306822723404352,,
,,4.158,-3.144631181273965,,,,,3.9619999999999993,-6.433829628144906,,,,,3.8329999999999993,-7.306831916957833,,
,,4.158099999999999,-3.144647507497396,,,,,3.9621,-6.433840085624951,,,,,3.8331,-7.306840973305583,,
,,4.158199999999999,-3.1446637476170167,,,,,3.9621999999999993,-6.433850404981001,,,,,3.8331999999999993,-7.306849892447616,,
,,4.158299999999999,-3.1446799016328413,,,,,3.9623,-6.433860586213058,,,,,3.8333,-7.306858674383932,,
,,4.158399999999999,-3.1446959695448697,,,,,3.9623999999999993,-6.43387062932112,,,,,3.8333999999999993,-7.306867319114545,,
,,4.158499999999999,-3.144711951353088,,,,,3.9625,-6.433880534305189,,,,,3.8335,-7.306875826639427,,
,,4.158599999999999,-3.144727847057524,,,,,3.9625999999999992,-6.433890301165249,,,,,3.8335999999999992,-7.306884196958592,,
,,4.158699999999999,-3.14474365665815,,,,,3.9627,-6.433899929901315,,,,,3.8337,-7.306892430072054,,
,,4.158799999999999,-3.14475938015498,,,,,3.962799999999999,-6.433909420513388,,,,,3.833799999999999,-7.306900525979785,,
,,4.158899999999999,-3.144775017548,,,,,3.9629,-6.433918773001466,,,,,3.8339,-7.306908484681799,,
,,4.158999999999999,-3.144790568837223,,,,,3.962999999999999,-6.433927987365536,,,,,3.833999999999999,-7.30691630617811,,
,,4.159099999999999,-3.1448060340226505,,,,,3.9631,-6.433937063605612,,,,,3.8341,-7.30692399046869,,
,,4.159199999999999,-3.144821413104296,,,,,3.963199999999999,-6.433946001721708,,,,,3.834199999999999,-7.306931537553567,,
,,4.159299999999999,-3.144836706082117,,,,,3.9633,-6.4339548017137815,,,,,3.8343,-7.306938947432712,,
