Step number, E_T (atomic units), Number of walkers
1.88990000e+04, 3.88194445e-01, 1.93000000e+02
1.89000000e+04, 3.88196447e-01, 1.93000000e+02
1.89010000e+04, 3.88198448e-01, 1.93000000e+02
1.89020000e+04, 3.88200450e-01, 1.93000000e+02
1.89030000e+04, 3.88202451e-01, 1.93000000e+02
1.89040000e+04, 3.85620467e-01, 1.94000000e+02
1.89050000e+04, 3.83051477e-01, 1.95000000e+02
1.89060000e+04, 3.83052899e-01, 1.95000000e+02
1.89070000e+04, 3.90806414e-01, 1.92000000e+02
1.89080000e+04, 3.93419677e-01, 1.91000000e+02
1.89090000e+04, 3.96046939e-01, 1.90000000e+02
1.89100000e+04, 3.96049818e-01, 1.90000000e+02
1.89110000e+04, 3.98691225e-01, 1.89000000e+02
1.89120000e+04, 4.01346925e-01, 1.88000000e+02
1.89130000e+04, 4.01350397e-01, 1.88000000e+02
1.89140000e+04, 4.04020541e-01, 1.87000000e+02
1.89150000e+04, 4.01357638e-01, 1.88000000e+02
1.89160000e+04, 4.01361108e-01, 1.88000000e+02
1.89170000e+04, 4.01364578e-01, 1.88000000e+02
1.89180000e+04, 4.04034721e-01, 1.87000000e+02
1.89190000e+04, 4.04038489e-01, 1.87000000e+02
1.89200000e+04, 4.04042256e-01, 1.87000000e+02
1.89210000e+04, 4.01379351e-01, 1.88000000e+02
1.89220000e+04, 4.01382819e-01, 1.88000000e+02
1.89230000e+04, 3.98733760e-01, 1.89000000e+02
1.89240000e+04, 3.96098402e-01, 1.90000000e+02
1.89250000e+04, 3.98739804e-01, 1.89000000e+02
1.89260000e+04, 3.98742973e-01, 1.89000000e+02
1.89270000e+04, 3.96107613e-01, 1.90000000e+02
1.89280000e+04, 3.90874836e-01, 1.92000000e+02
1.89290000e+04, 3.90877123e-01, 1.92000000e+02
1.89300000e+04, 3.90879409e-01, 1.92000000e+02
1.89310000e+04, 3.90881694e-01, 1.92000000e+02
1.89320000e+04, 3.90883980e-01, 1.92000000e+02
1.89330000e+04, 3.93497237e-01, 1.91000000e+02
1.89340000e+04, 3.90888842e-01, 1.92000000e+02
1.89350000e+04, 3.90891127e-01, 1.92000000e+02
1.89360000e+04, 3.88296003e-01, 1.93000000e+02
1.89370000e+04, 3.93506376e-01, 1.91000000e+02
1.89380000e+04, 3.90897981e-01, 1.92000000e+02
1.89390000e+04, 3.90900264e-01, 1.92000000e+02
1.89400000e+04, 3.90902547e-01, 1.92000000e+02
1.89410000e+04, 3.88307422e-01, 1.93000000e+02
1.89420000e+04, 3.88309415e-01, 1.93000000e+02
1.89430000e+04, 3.85727422e-01, 1.94000000e+02
1.89440000e+04, 3.88313110e-01, 1.93000000e+02
1.89450000e+04, 3.85731116e-01, 1.94000000e+02
1.89460000e+04, 3.85732819e-01, 1.94000000e+02
1.89470000e+04, 3.80606271e-01, 1.96000000e+02
1.89480000e+04, 3.83164950e-01, 1.95000000e+02
1.89490000e+04, 3.83166365e-01, 1.95000000e+02
1.89500000e+04, 3.85738479e-01, 1.94000000e+02
1.89510000e+04, 3.85740181e-01, 1.94000000e+02
1.89520000e+04, 3.85741883e-01, 1.94000000e+02
1.89530000e+04, 3.83172884e-01, 1.95000000e+02
1.89540000e+04, 3.83174298e-01, 1.95000000e+02
1.89550000e+04, 3.85746412e-01, 1.94000000e+02
1.89560000e+04, 3.83177412e-01, 1.95000000e+02
1.89570000e+04, 3.83178826e-01, 1.95000000e+02
1.89580000e+04, 3.83180239e-01, 1.95000000e+02
1.89590000e+04, 3.83181652e-01, 1.95000000e+02
1.89600000e+04, 3.83183065e-01, 1.95000000e+02
1.89610000e+04, 3.80626928e-01, 1.96000000e+02
1.89620000e+04, 3.78083520e-01, 1.97000000e+02
1.89630000e+04, 3.78084364e-01, 1.97000000e+02
1.89640000e+04, 3.80629741e-01, 1.96000000e+02
1.89650000e+04, 3.78086334e-01, 1.97000000e+02
1.89660000e+04, 3.78087176e-01, 1.97000000e+02
1.89670000e+04, 3.80632554e-01, 1.96000000e+02
1.89680000e+04, 3.80633681e-01, 1.96000000e+02
1.89690000e+04, 3.80634807e-01, 1.96000000e+02
1.89700000e+04, 3.80635933e-01, 1.96000000e+02
1.89710000e+04, 3.75560874e-01, 1.98000000e+02
1.89720000e+04, 3.75561434e-01, 1.98000000e+02
1.89730000e+04, 3.75561994e-01, 1.98000000e+02
1.89740000e+04, 3.75562554e-01, 1.98000000e+02
1.89750000e+04, 3.75563114e-01, 1.98000000e+02
1.89760000e+04, 3.75563674e-01, 1.98000000e+02
1.89770000e+04, 3.75564234e-01, 1.98000000e+02
1.89780000e+04, 3.73045896e-01, 1.99000000e+02
1.89790000e+04, 3.73046175e-01, 1.99000000e+02
1.89800000e+04, 3.70540184e-01, 2.00000000e+02
1.89810000e+04, 3.70540184e-01, 2.00000000e+02
1.89820000e+04, 3.70540184e-01, 2.00000000e+02
1.89830000e+04, 3.70540184e-01, 2.00000000e+02
1.89840000e+04, 3.70540184e-01, 2.00000000e+02
1.89850000e+04, 3.73046455e-01, 1.99000000e+02
1.89860000e+04, 3.73046734e-01, 1.99000000e+02
1.89870000e+04, 3.73047012e-01, 1.99000000e+02
1.89880000e+04, 3.70541020e-01, 2.00000000e+02
1.89890000e+04, 3.73047291e-01, 1.99000000e+02
1.89900000e+04, 3.68047528e-01, 2.01000000e+02
1.89910000e+04, 3.70541022e-01, 2.00000000e+02
1.89920000e+04, 3.70541022e-01, 2.00000000e+02
1.89930000e+04, 3.70541022e-01, 2.00000000e+02
1.89940000e+04, 3.70541022e-01, 2.00000000e+02
1.89950000e+04, 3.73047293e-01, 1.99000000e+02
1.89960000e+04, 3.70541300e-01, 2.00000000e+02
1.89970000e+04, 3.70541300e-01, 2.00000000e+02
1.89980000e+04, 3.73047571e-01, 1.99000000e+02
1.89990000e+04, 3.73047850e-01, 1.99000000e+02
1.90000000e+04, 3.75567025e-01, 1.98000000e+02
1.90010000e+04, 3.73048687e-01, 1.99000000e+02
1.90020000e+04, 3.73048965e-01, 1.99000000e+02
1.90030000e+04, 3.75568141e-01, 1.98000000e+02
1.90040000e+04, 3.78100350e-01, 1.97000000e+02
1.90050000e+04, 3.78101189e-01, 1.97000000e+02
1.90060000e+04, 3.80646563e-01, 1.96000000e+02
1.90070000e+04, 3.83205235e-01, 1.95000000e+02
1.90080000e+04, 3.80649090e-01, 1.96000000e+02
1.90090000e+04, 3.83207762e-01, 1.95000000e+02
1.90100000e+04, 3.80651617e-01, 1.96000000e+02
1.90110000e+04, 3.80652738e-01, 1.96000000e+02
1.90120000e+04, 3.85782109e-01, 1.94000000e+02
1.90130000e+04, 3.85783799e-01, 1.94000000e+02
1.90140000e+04, 3.83214789e-01, 1.95000000e+02
1.90150000e+04, 3.83216193e-01, 1.95000000e+02
1.90160000e+04, 3.85788297e-01, 1.94000000e+02
1.90170000e+04, 3.85789986e-01, 1.94000000e+02
1.90180000e+04, 3.85791675e-01, 1.94000000e+02
1.90190000e+04, 3.83222664e-01, 1.95000000e+02
1.90200000e+04, 3.83224068e-01, 1.95000000e+02
1.90210000e+04, 3.83225471e-01, 1.95000000e+02
1.90220000e+04, 3.78124789e-01, 1.97000000e+02
1.90230000e+04, 3.80670162e-01, 1.96000000e+02
1.90240000e+04, 3.83228832e-01, 1.95000000e+02
1.90250000e+04, 3.80672684e-01, 1.96000000e+02
1.90260000e+04, 3.75597618e-01, 1.98000000e+02
1.90270000e+04, 3.78129825e-01, 1.97000000e+02
1.90280000e+04, 3.83232748e-01, 1.95000000e+02
1.90290000e+04, 3.83234150e-01, 1.95000000e+02
1.90300000e+04, 3.88390237e-01, 1.93000000e+02
1.90310000e+04, 3.93600590e-01, 1.91000000e+02
1.90320000e+04, 3.93603139e-01, 1.91000000e+02
1.90330000e+04, 3.98868894e-01, 1.89000000e+02
1.90340000e+04, 4.01524552e-01, 1.88000000e+02
1.90350000e+04, 4.01527976e-01, 1.88000000e+02
1.90360000e+04, 4.01531401e-01, 1.88000000e+02
1.90370000e+04, 4.04201497e-01, 1.87000000e+02
1.90380000e+04, 4.06886188e-01, 1.86000000e+02
1.90390000e+04, 4.04209231e-01, 1.87000000e+02
1.90400000e+04, 4.04212948e-01, 1.87000000e+02
1.90410000e+04, 4.01549993e-01, 1.88000000e+02
1.90420000e+04, 4.01553415e-01, 1.88000000e+02
1.90430000e+04, 4.01556836e-01, 1.88000000e+02
1.90440000e+04, 3.98907731e-01, 1.89000000e+02
1.90450000e+04, 3.98910859e-01, 1.89000000e+02
1.90460000e+04, 4.01566512e-01, 1.88000000e+02
1.90470000e+04, 4.04236605e-01, 1.87000000e+02
1.90480000e+04, 4.04240320e-01, 1.87000000e+02
1.90490000e+04, 4.04244034e-01, 1.87000000e+02
1.90500000e+04, 4.04247747e-01, 1.87000000e+02
1.90510000e+04, 4.04251460e-01, 1.87000000e+02
1.90520000e+04, 4.04255173e-01, 1.87000000e+02
1.90530000e+04, 4.04258885e-01, 1.87000000e+02
1.90540000e+04, 4.04262597e-01, 1.87000000e+02
1.90550000e+04, 4.01599636e-01, 1.88000000e+02
1.90560000e+04, 4.01603053e-01, 1.88000000e+02
1.90570000e+04, 4.01606469e-01, 1.88000000e+02
1.90580000e+04, 4.01609885e-01, 1.88000000e+02
1.90590000e+04, 4.01613300e-01, 1.88000000e+02
1.90600000e+04, 4.04283388e-01, 1.87000000e+02
1.90610000e+04, 4.04287098e-01, 1.87000000e+02
1.90620000e+04, 4.04290806e-01, 1.87000000e+02
1.90630000e+04, 4.04294514e-01, 1.87000000e+02
1.90640000e+04, 4.04298222e-01, 1.87000000e+02
1.90650000e+04, 4.04301930e-01, 1.87000000e+02
1.90660000e+04, 4.01638964e-01, 1.88000000e+02
1.90670000e+04, 3.98989850e-01, 1.89000000e+02
1.90680000e+04, 3.96354441e-01, 1.90000000e+02
1.90690000e+04, 3.96357270e-01, 1.90000000e+02
1.90700000e+04, 3.96360097e-01, 1.90000000e+02
1.90710000e+04, 3.99001454e-01, 1.89000000e+02
1.90720000e+04, 3.96366043e-01, 1.90000000e+02
1.90730000e+04, 3.96368870e-01, 1.90000000e+02
1.90740000e+04, 3.96371697e-01, 1.90000000e+02
1.90750000e+04, 3.93749845e-01, 1.91000000e+02
1.90760000e+04, 3.93752382e-01, 1.91000000e+02
1.90770000e+04, 3.91143947e-01, 1.92000000e+02
1.90780000e+04, 3.91146196e-01, 1.92000000e+02
1.90790000e+04, 3.91148444e-01, 1.92000000e+02
1.90800000e+04, 3.91150692e-01, 1.92000000e+02
1.90810000e+04, 3.88555532e-01, 1.93000000e+02
1.90820000e+04, 3.88557493e-01, 1.93000000e+02
1.90830000e+04, 3.85975470e-01, 1.94000000e+02
1.90840000e+04, 3.83406447e-01, 1.95000000e+02
1.90850000e+04, 3.80850290e-01, 1.96000000e+02
1.90860000e+04, 3.78306867e-01, 1.97000000e+02
1.90870000e+04, 3.78307699e-01, 1.97000000e+02
1.90880000e+04, 3.75776879e-01, 1.98000000e+02
1.90890000e+04, 3.73258535e-01, 1.99000000e+02
1.90900000e+04, 3.70752540e-01, 2.00000000e+02
1.90910000e+04, 3.73258811e-01, 1.99000000e+02
1.90920000e+04, 3.70752816e-01, 2.00000000e+02
1.90930000e+04, 3.70752816e-01, 2.00000000e+02
1.90940000e+04, 3.68259045e-01, 2.01000000e+02
1.90950000e+04, 3.75777709e-01, 1.98000000e+02
1.90960000e+04, 3.78309913e-01, 1.97000000e+02
1.90970000e+04, 3.75779093e-01, 1.98000000e+02
1.90980000e+04, 3.75779645e-01, 1.98000000e+02
1.90990000e+04, 3.75780197e-01, 1.98000000e+02
1.91000000e+04, 3.78312401e-01, 1.97000000e+02
1.91010000e+04, 3.78313231e-01, 1.97000000e+02
1.91020000e+04, 3.75782410e-01, 1.98000000e+02
1.91030000e+04, 3.70757795e-01, 2.00000000e+02
1.91040000e+04, 3.73264065e-01, 1.99000000e+02
1.91050000e+04, 3.75783238e-01, 1.98000000e+02
1.91060000e+04, 3.78315441e-01, 1.97000000e+02
1.91070000e+04, 3.80860805e-01, 1.96000000e+02
1.91080000e+04, 3.78317380e-01, 1.97000000e+02
1.91090000e+04, 3.75786558e-01, 1.98000000e+02
1.91100000e+04, 3.78318761e-01, 1.97000000e+02
1.91110000e+04, 3.75787940e-01, 1.98000000e+02
1.91120000e+04, 3.73269594e-01, 1.99000000e+02
1.91130000e+04, 3.73269869e-01, 1.99000000e+02
1.91140000e+04, 3.73270144e-01, 1.99000000e+02
1.91150000e+04, 3.73270419e-01, 1.99000000e+02
1.91160000e+04, 3.75789591e-01, 1.98000000e+02
1.91170000e+04, 3.75790142e-01, 1.98000000e+02
1.91180000e+04, 3.75790694e-01, 1.98000000e+02
1.91190000e+04, 3.80867430e-01, 1.96000000e+02
1.91200000e+04, 3.80868538e-01, 1.96000000e+02
1.91210000e+04, 3.83427196e-01, 1.95000000e+02
1.91220000e+04, 3.78326499e-01, 1.97000000e+02
1.91230000e+04, 3.78327327e-01, 1.97000000e+02
1.91240000e+04, 3.78328156e-01, 1.97000000e+02
1.91250000e+04, 3.80873519e-01, 1.96000000e+02
1.91260000e+04, 3.78330091e-01, 1.97000000e+02
1.91270000e+04, 3.80875454e-01, 1.96000000e+02
1.91280000e+04, 3.80876560e-01, 1.96000000e+02
1.91290000e+04, 3.75801481e-01, 1.98000000e+02
1.91300000e+04, 3.73283135e-01, 1.99000000e+02
1.91310000e+04, 3.70777138e-01, 2.00000000e+02
1.91320000e+04, 3.68283368e-01, 2.01000000e+02
1.91330000e+04, 3.68283095e-01, 2.01000000e+02
1.91340000e+04, 3.68282822e-01, 2.01000000e+02
1.91350000e+04, 3.68282549e-01, 2.01000000e+02
1.91360000e+04, 3.68282276e-01, 2.01000000e+02
1.91370000e+04, 3.78332592e-01, 1.97000000e+02
1.91380000e+04, 3.73282871e-01, 1.99000000e+02
1.91390000e+04, 3.68283104e-01, 2.01000000e+02
1.91400000e+04, 3.65801436e-01, 2.02000000e+02
1.91410000e+04, 3.65800892e-01, 2.02000000e+02
1.91420000e+04, 3.65800348e-01, 2.02000000e+02
1.91430000e+04, 3.65799804e-01, 2.02000000e+02
1.91440000e+04, 3.65799259e-01, 2.02000000e+02
1.91450000e+04, 3.68280110e-01, 2.01000000e+02
1.91460000e+04, 3.68279837e-01, 2.01000000e+02
1.91470000e+04, 3.63329029e-01, 2.03000000e+02
1.91480000e+04, 3.63328215e-01, 2.03000000e+02
1.91490000e+04, 3.63327402e-01, 2.03000000e+02
1.91500000e+04, 3.65795729e-01, 2.02000000e+02
1.91510000e+04, 3.65795185e-01, 2.02000000e+02
1.91520000e+04, 3.65794641e-01, 2.02000000e+02
1.91530000e+04, 3.63324957e-01, 2.03000000e+02
1.91540000e+04, 3.63324144e-01, 2.03000000e+02
1.91550000e+04, 3.63323330e-01, 2.03000000e+02
1.91560000e+04, 3.60865510e-01, 2.04000000e+02
1.91570000e+04, 3.60864428e-01, 2.04000000e+02
1.91580000e+04, 3.63320354e-01, 2.03000000e+02
1.91590000e+04, 3.65788682e-01, 2.02000000e+02
1.91600000e+04, 3.65788139e-01, 2.02000000e+02
1.91610000e+04, 3.68268991e-01, 2.01000000e+02
1.91620000e+04, 3.65787324e-01, 2.02000000e+02
1.91630000e+04, 3.68268175e-01, 2.01000000e+02
1.91640000e+04, 3.68267903e-01, 2.01000000e+02
1.91650000e+04, 3.65786237e-01, 2.02000000e+02
1.91660000e+04, 3.68267088e-01, 2.01000000e+02
1.91670000e+04, 3.65785422e-01, 2.02000000e+02
1.91680000e+04, 3.65784879e-01, 2.02000000e+02
1.91690000e+04, 3.65784336e-01, 2.02000000e+02
1.91700000e+04, 3.65783794e-01, 2.02000000e+02
1.91710000e+04, 3.65783251e-01, 2.02000000e+02
1.91720000e+04, 3.65782709e-01, 2.02000000e+02
1.91730000e+04, 3.63313025e-01, 2.03000000e+02
1.91740000e+04, 3.63312214e-01, 2.03000000e+02
1.91750000e+04, 3.63311402e-01, 2.03000000e+02
1.91760000e+04, 3.63310591e-01, 2.03000000e+02
1.91770000e+04, 3.63309780e-01, 2.03000000e+02
1.91780000e+04, 3.60851961e-01, 2.04000000e+02
1.91790000e+04, 3.58405890e-01, 2.05000000e+02
1.91800000e+04, 3.63306545e-01, 2.03000000e+02
1.91810000e+04, 3.65774875e-01, 2.02000000e+02
1.91820000e+04, 3.63305192e-01, 2.03000000e+02
1.91830000e+04, 3.60847374e-01, 2.04000000e+02
1.91840000e+04, 3.63303303e-01, 2.03000000e+02
1.91850000e+04, 3.60845485e-01, 2.04000000e+02
1.91860000e+04, 3.68251950e-01, 2.01000000e+02
1.91870000e+04, 3.65770284e-01, 2.02000000e+02
1.91880000e+04, 3.73251178e-01, 1.99000000e+02
1.91890000e+04, 3.75770348e-01, 1.98000000e+02
1.91900000e+04, 3.75770895e-01, 1.98000000e+02
1.91910000e+04, 3.75771442e-01, 1.98000000e+02
1.91920000e+04, 3.78303640e-01, 1.97000000e+02
1.91930000e+04, 3.80848996e-01, 1.96000000e+02
1.91940000e+04, 3.80850095e-01, 1.96000000e+02
1.91950000e+04, 3.75775008e-01, 1.98000000e+02
1.91960000e+04, 3.75775555e-01, 1.98000000e+02
1.91970000e+04, 3.75776101e-01, 1.98000000e+02
1.91980000e+04, 3.78308299e-01, 1.97000000e+02
1.91990000e+04, 3.83411205e-01, 1.95000000e+02
1.92000000e+04, 3.83412581e-01, 1.95000000e+02
1.92010000e+04, 3.85984657e-01, 1.94000000e+02
1.92020000e+04, 3.85986312e-01, 1.94000000e+02
1.92030000e+04, 3.88571952e-01, 1.93000000e+02
1.92040000e+04, 3.91171296e-01, 1.92000000e+02
1.92050000e+04, 3.88576106e-01, 1.93000000e+02
1.92060000e+04, 3.91175449e-01, 1.92000000e+02
1.92070000e+04, 3.96413316e-01, 1.90000000e+02
1.92080000e+04, 4.01707157e-01, 1.88000000e+02
1.92090000e+04, 3.99057990e-01, 1.89000000e+02
1.92100000e+04, 4.01713588e-01, 1.88000000e+02
1.92110000e+04, 4.01716947e-01, 1.88000000e+02
1.92120000e+04, 4.01720306e-01, 1.88000000e+02
1.92130000e+04, 3.96432610e-01, 1.90000000e+02
1.92140000e+04, 3.91199743e-01, 1.92000000e+02
1.92150000e+04, 3.91201959e-01, 1.92000000e+02
1.92160000e+04, 3.91204174e-01, 1.92000000e+02
1.92170000e+04, 3.91206388e-01, 1.92000000e+02
1.92180000e+04, 3.86027209e-01, 1.94000000e+02
1.92190000e+04, 3.86028861e-01, 1.94000000e+02
1.92200000e+04, 3.86030513e-01, 1.94000000e+02
1.92210000e+04, 3.91213559e-01, 1.92000000e+02
1.92220000e+04, 3.93826744e-01, 1.91000000e+02
1.92230000e+04, 3.99092447e-01, 1.89000000e+02
1.92240000e+04, 3.96456985e-01, 1.90000000e+02
1.92250000e+04, 3.99098294e-01, 1.89000000e+02
1.92260000e+04, 3.96462832e-01, 1.90000000e+02
1.92270000e+04, 3.93840934e-01, 1.91000000e+02
1.92280000e+04, 3.91232457e-01, 1.92000000e+02
1.92290000e+04, 3.93845641e-01, 1.91000000e+02
1.92300000e+04, 3.93848135e-01, 1.91000000e+02
1.92310000e+04, 3.93850630e-01, 1.91000000e+02
1.92320000e+04, 3.93853124e-01, 1.91000000e+02
1.92330000e+04, 3.93855617e-01, 1.91000000e+02
1.92340000e+04, 3.96482789e-01, 1.90000000e+02
1.92350000e+04, 3.91249916e-01, 1.92000000e+02
1.92360000e+04, 3.96487776e-01, 1.90000000e+02
1.92370000e+04, 4.01781608e-01, 1.88000000e+02
1.92380000e+04, 4.01784957e-01, 1.88000000e+02
1.92390000e+04, 4.01788306e-01, 1.88000000e+02
1.92400000e+04, 4.01791655e-01, 1.88000000e+02
1.92410000e+04, 4.04461676e-01, 1.87000000e+02
1.92420000e+04, 4.01798639e-01, 1.88000000e+02
1.92430000e+04, 3.99149461e-01, 1.89000000e+02
1.92440000e+04, 3.99152521e-01, 1.89000000e+02
1.92450000e+04, 3.99155581e-01, 1.89000000e+02
1.92460000e+04, 3.99158640e-01, 1.89000000e+02
1.92470000e+04, 4.01814226e-01, 1.88000000e+02
1.92480000e+04, 4.01817571e-01, 1.88000000e+02
1.92490000e+04, 4.04487590e-01, 1.87000000e+02
1.92500000e+04, 4.04491223e-01, 1.87000000e+02
1.92510000e+04, 4.01828183e-01, 1.88000000e+02
1.92520000e+04, 4.01831527e-01, 1.88000000e+02
1.92530000e+04, 3.99182345e-01, 1.89000000e+02
1.92540000e+04, 3.99185402e-01, 1.89000000e+02
1.92550000e+04, 3.99188458e-01, 1.89000000e+02
1.92560000e+04, 3.99191514e-01, 1.89000000e+02
1.92570000e+04, 3.96556042e-01, 1.90000000e+02
1.92580000e+04, 3.99197341e-01, 1.89000000e+02
1.92590000e+04, 3.96561867e-01, 1.90000000e+02
1.92600000e+04, 3.96564637e-01, 1.90000000e+02
1.92610000e+04, 3.99205936e-01, 1.89000000e+02
1.92620000e+04, 3.99208990e-01, 1.89000000e+02
1.92630000e+04, 3.96573515e-01, 1.90000000e+02
1.92640000e+04, 3.99214812e-01, 1.89000000e+02
1.92650000e+04, 4.01870392e-01, 1.88000000e+02
1.92660000e+04, 3.99221205e-01, 1.89000000e+02
1.92670000e+04, 3.99224257e-01, 1.89000000e+02
1.92680000e+04, 4.01879836e-01, 1.88000000e+02
1.92690000e+04, 4.01883174e-01, 1.88000000e+02
1.92700000e+04, 4.01886512e-01, 1.88000000e+02
1.92710000e+04, 4.01889849e-01, 1.88000000e+02
1.92720000e+04, 4.04559859e-01, 1.87000000e+02
1.92730000e+04, 4.04563483e-01, 1.87000000e+02
1.92740000e+04, 4.01900434e-01, 1.88000000e+02
1.92750000e+04, 3.99251244e-01, 1.89000000e+02
1.92760000e+04, 4.01906820e-01, 1.88000000e+02
1.92770000e+04, 4.01910155e-01, 1.88000000e+02
1.92780000e+04, 3.99260964e-01, 1.89000000e+02
1.92790000e+04, 3.99264012e-01, 1.89000000e+02
1.92800000e+04, 3.99267061e-01, 1.89000000e+02
1.92810000e+04, 3.96631580e-01, 1.90000000e+02
1.92820000e+04, 3.94009666e-01, 1.91000000e+02
1.92830000e+04, 3.88803765e-01, 1.93000000e+02
1.92840000e+04, 3.88805684e-01, 1.93000000e+02
1.92850000e+04, 3.86223618e-01, 1.94000000e+02
1.92860000e+04, 3.86225258e-01, 1.94000000e+02
1.92870000e+04, 3.86226898e-01, 1.94000000e+02
1.92880000e+04, 3.91409932e-01, 1.92000000e+02
1.92890000e+04, 3.91412129e-01, 1.92000000e+02
1.92900000e+04, 3.91414327e-01, 1.92000000e+02
1.92910000e+04, 3.91416524e-01, 1.92000000e+02
1.92920000e+04, 3.91418721e-01, 1.92000000e+02
1.92930000e+04, 3.88823509e-01, 1.93000000e+02
1.92940000e+04, 3.86241441e-01, 1.94000000e+02
1.92950000e+04, 3.91424473e-01, 1.92000000e+02
1.92960000e+04, 3.94037641e-01, 1.91000000e+02
1.92970000e+04, 3.96664795e-01, 1.90000000e+02
1.92980000e+04, 3.96667554e-01, 1.90000000e+02
1.92990000e+04, 3.99308841e-01, 1.89000000e+02
1.93000000e+04, 3.96673354e-01, 1.90000000e+02
1.93010000e+04, 3.99314640e-01, 1.89000000e+02
1.93020000e+04, 3.96679153e-01, 1.90000000e+02
1.93030000e+04, 3.99320438e-01, 1.89000000e+02
1.93040000e+04, 4.01976005e-01, 1.88000000e+02
1.93050000e+04, 4.04646003e-01, 1.87000000e+02
1.93060000e+04, 4.04649614e-01, 1.87000000e+02
1.93070000e+04, 4.04653225e-01, 1.87000000e+02
1.93080000e+04, 4.01990163e-01, 1.88000000e+02
1.93090000e+04, 4.01993487e-01, 1.88000000e+02
1.93100000e+04, 4.01996810e-01, 1.88000000e+02
1.93110000e+04, 4.02000133e-01, 1.88000000e+02
1.93120000e+04, 4.04670129e-01, 1.87000000e+02
1.93130000e+04, 4.07354709e-01, 1.86000000e+02
1.93140000e+04, 4.07358606e-01, 1.86000000e+02
1.93150000e+04, 3.99362331e-01, 1.89000000e+02
1.93160000e+04, 3.99365367e-01, 1.89000000e+02
1.93170000e+04, 4.04687603e-01, 1.87000000e+02
1.93180000e+04, 4.04691209e-01, 1.87000000e+02
1.93190000e+04, 4.04694816e-01, 1.87000000e+02
1.93200000e+04, 4.02031749e-01, 1.88000000e+02
1.93210000e+04, 3.94119336e-01, 1.91000000e+02
1.93220000e+04, 3.91510833e-01, 1.92000000e+02
1.93230000e+04, 3.91513023e-01, 1.92000000e+02
1.93240000e+04, 3.94126184e-01, 1.91000000e+02
1.93250000e+04, 3.91517681e-01, 1.92000000e+02
1.93260000e+04, 3.94130842e-01, 1.91000000e+02
1.93270000e+04, 3.86340945e-01, 1.94000000e+02
1.93280000e+04, 3.86342578e-01, 1.94000000e+02
1.93290000e+04, 3.86344211e-01, 1.94000000e+02
1.93300000e+04, 3.86345843e-01, 1.94000000e+02
1.93310000e+04, 3.83776776e-01, 1.95000000e+02
1.93320000e+04, 3.83778133e-01, 1.95000000e+02
1.93330000e+04, 3.83779489e-01, 1.95000000e+02
1.93340000e+04, 3.81223295e-01, 1.96000000e+02
1.93350000e+04, 3.78679843e-01, 1.97000000e+02
1.93360000e+04, 3.81225187e-01, 1.96000000e+02
1.93370000e+04, 3.76150083e-01, 1.98000000e+02
1.93380000e+04, 3.76150621e-01, 1.98000000e+02
1.93390000e+04, 3.76151159e-01, 1.98000000e+02
1.93400000e+04, 3.76151698e-01, 1.98000000e+02
1.93410000e+04, 3.73633339e-01, 1.99000000e+02
1.93420000e+04, 3.73633607e-01, 1.99000000e+02
1.93430000e+04, 3.73633875e-01, 1.99000000e+02
1.93440000e+04, 3.73634143e-01, 1.99000000e+02
1.93450000e+04, 3.73634412e-01, 1.99000000e+02
1.93460000e+04, 3.73634680e-01, 1.99000000e+02
1.93470000e+04, 3.76153845e-01, 1.98000000e+02
1.93480000e+04, 3.76154383e-01, 1.98000000e+02
1.93490000e+04, 3.76154920e-01, 1.98000000e+02
1.93500000e+04, 3.78687109e-01, 1.97000000e+02
1.93510000e+04, 3.78687917e-01, 1.97000000e+02
1.93520000e+04, 3.76157074e-01, 1.98000000e+02
1.93530000e+04, 3.78689262e-01, 1.97000000e+02
1.93540000e+04, 3.78690070e-01, 1.97000000e+02
1.93550000e+04, 3.78690878e-01, 1.97000000e+02
1.93560000e+04, 3.83793771e-01, 1.95000000e+02
1.93570000e+04, 3.83795124e-01, 1.95000000e+02
1.93580000e+04, 3.83796477e-01, 1.95000000e+02
1.93590000e+04, 3.86368529e-01, 1.94000000e+02
1.93600000e+04, 3.86370157e-01, 1.94000000e+02
1.93610000e+04, 3.83801084e-01, 1.95000000e+02
1.93620000e+04, 3.83802436e-01, 1.95000000e+02
1.93630000e+04, 3.81246238e-01, 1.96000000e+02
1.93640000e+04, 3.81247317e-01, 1.96000000e+02
1.93650000e+04, 3.78703861e-01, 1.97000000e+02
1.93660000e+04, 3.76173017e-01, 1.98000000e+02
1.93670000e+04, 3.76173554e-01, 1.98000000e+02
1.93680000e+04, 3.76174090e-01, 1.98000000e+02
1.93690000e+04, 3.76174626e-01, 1.98000000e+02
1.93700000e+04, 3.76175163e-01, 1.98000000e+02
1.93710000e+04, 3.76175699e-01, 1.98000000e+02
1.93720000e+04, 3.76176235e-01, 1.98000000e+02
1.93730000e+04, 3.76176772e-01, 1.98000000e+02
1.93740000e+04, 3.76177308e-01, 1.98000000e+02
1.93750000e+04, 3.76177844e-01, 1.98000000e+02
1.93760000e+04, 3.76178380e-01, 1.98000000e+02
1.93770000e+04, 3.76178916e-01, 1.98000000e+02
1.93780000e+04, 3.73660555e-01, 1.99000000e+02
1.93790000e+04, 3.73660822e-01, 1.99000000e+02
1.93800000e+04, 3.71154818e-01, 2.00000000e+02
